ne,ADV,ADJ,ADJ,NOM,RNNinoperate,VERB
“,PONCT,NOUN,NC,PRP,RNNinoperate,PUNCT
payait,V,ADP,PUNC,NOM,RNNinoperate,ADV
“,PONCT,NOUN,CS,PUN,RNNinoperate,NOUN
plus,ADV,PUNCT,DET,ABR,RNNinoperate,PROPN
Mr,N,PROPN,NPP,PUN,RNNinoperate,PROPN
Walid,N,PUNCT,ADV,PRP:det,RNNinoperate,PUNCT
Joumblatt,N,PRON,PUNC,NAM,RNNinoperate,DET
",",PONCT,PROPN,V,PUN,RNNinoperate,NOUN
le,D,PUNCT,PUNC,ABR,RNNinoperate,ADJ
chef,N,PROPN,ADV,NAM,RNNinoperate,ADP+DET
druze,A,PROPN,NC,NAM,RNNinoperate,NOUN
du,P+D,PROPN,NPP,PUN,RNNinoperate,ADJ
parti,N,PUNCT,NPP,VER:pres,RNNinoperate,ADJ
socialiste,A,AUX,PUNC,VER:pper,RNNinoperate,PUNCT
progressiste,A,VERB,DET,PUN,RNNinoperate,PROPN
"(",PONCT,PUNCT,NC,NOM,RNNinoperate,PUNCT
PSP,N,NOUN,ADJ,NUM,RNNinoperate,PUNCT
")",PONCT,NUM,P,NOM,RNNinoperate,NOUN
.,PONCT,NOUN,NC,PUN,RNNinoperate,PROPN
Mr,N,PUNCT,ADJ,KON,RNNinoperate,AUX
Wehbé,N,SCONJ,ADJ,VER:subi,RNNinoperate,VERB
a,V,NOUN,PUNC,PUN,RNNinoperate,SCONJ
indiqué,V,PUNCT,NPP,ABR,RNNinoperate,NOUN
que,C,PROPN,PUNC,ADV,RNNinoperate,PROPN
Mr,N,ADV,PUNC,PUN:cit,RNNinoperate,PUNCT
Joumblatt,N,PUNCT,NC,VER:impf,RNNinoperate,VERB
“,PONCT,VERB,NPP,PUN:cit,RNNinoperate,PUNCT
touchait,V,PUNCT,V,ADV,RNNinoperate,ADV
",",PONCT,ADV,VPP,ABR,RNNinoperate,ADV
récemment,ADV,PROPN,CS,NAM,RNNinoperate,PUNCT
encore,ADV,PROPN,NC,NAM,RNNinoperate,ADP
",",PONCT,PROPN,NPP,PUN,RNNinoperate,DET
de,D,PUNCT,PUNC,DET:ART,RNNinoperate,NOUN
l',D,DET,V,NOM,RNNinoperate,ADP
argent,N,NOUN,PUNC,ADJ,RNNinoperate,DET
de,P,AUX,ADV,PRP:det,RNNinoperate,PROPN
l',D,DET,ADV,NOM,RNNinoperate,PUNCT
OLP,N,NOUN,PUNC,ADJ,RNNinoperate,PUNCT
“,PONCT,ADJ,P,ADJ,RNNinoperate,PRON
.,PONCT,ADJ,DET,PUN,RNNinoperate,AUX
Nous,CL,PUNCT,NC,NAM,RNNinoperate,VERB
avons,V,PROPN,P,PUN,RNNinoperate,ADP
arrêté,V,PUNCT,DET,SENT,RNNinoperate,PRON
de,P,PUNCT,NPP,ABR,RNNinoperate,VERB
le,CL,PROPN,PUNC,NAM,RNNinoperate,ADV
payer,V,PROPN,PUNC,VER:pres,RNNinoperate,SCONJ
depuis,ADV,AUX,CLS,VER:pper,RNNinoperate,PRON
qu',C,VERB,V,KON,RNNinoperate,AUX
il,CL,SCONJ,VPP,ABR,RNNinoperate,VERB
a,V,DET,P,NAM,RNNinoperate,ADP
commencé,V,PROPN,CLO,PUN:cit,RNNinoperate,PRON
à,P,PUNCT,VINF,VER:impf,RNNinoperate,VERB
nous,CL,VERB,P,PUN,RNNinoperate,PUNCT
insulter,V,PUNCT,ET,ADV,RNNinoperate,CCONJ
",",PONCT,ADV,ET,ADV,RNNinoperate,DET
et,C,ADV,CLS,PUN,RNNinoperate,NOUN
la,D,PUNCT,V,PRP,RNNinoperate,ADP
poursuite,N,ADP,VPP,NOM,RNNinoperate,DET
de,P,NOUN,P,PUN,RNNinoperate,NOUN
ses,D,PUNCT,CLO,NOM,RNNinoperate,ADV
attaques,N,NOUN,VINF,PRP,RNNinoperate,VERB
ne,ADV,ADP,PUNC,NOM,RNNinoperate,ADV
modifiera,V,NOUN,CC,PUN,RNNinoperate,DET
pas,ADV,PUNCT,DET,ABR,RNNinoperate,NOUN
notre,D,PROPN,NC,PUN:cit,RNNinoperate,PUNCT
position,N,PUNCT,P,SENT,RNNinoperate,PUNCT
“,PONCT,PUNCT,DET,PRO:PER,RNNinoperate,AUX
",",PONCT,PRON,NC,VER:pres,RNNinoperate,PUNCT
a,V,AUX,ADV,VER:pper,RNNinoperate,PROPN
-t-il,CL,VERB,V,PRP,RNNinoperate,PRON
ajouté,V,ADP,ADV,PRO:PER,RNNinoperate,VERB
.,PONCT,PRON,DET,VER:infi,RNNinoperate,PUNCT
Sur,P,VERB,NC,PRP,RNNinoperate,ADP
proposition,N,ADP,PUNC,NOM,RNNinoperate,NOUN
du,P+D,DET,PUNC,PUN,RNNinoperate,ADP+DET
garde,N,PUNCT,V,PRO:PER,RNNinoperate,NOUN
des,P+D,PRON,PUNC,VER:pres,RNNinoperate,ADP+DET
sceaux,N,AUX,N,VER:pper,RNNinoperate,NOUN
",",PONCT,VERB,VPP,PRP,RNNinoperate,PUNCT
ministre,N,ADP,PUNC,PRO:PER,RNNinoperate,NOUN
de,P,PRON,P,VER:infi,RNNinoperate,ADP
la,D,VERB,NC,PUN,RNNinoperate,DET
justice,N,PUNCT,P,KON,RNNinoperate,NOUN
",",PONCT,CCONJ,N,DET:ART,RNNinoperate,PUNCT
Mr,N,DET,P,NOM,RNNinoperate,NOUN
Georges,N,NOUN,N,PRP,RNNinoperate,PROPN
Fillioud,N,ADP,PUNC,DET:POS,RNNinoperate,PROPN
",",PONCT,DET,N,NOM,RNNinoperate,PUNCT
conseiller,N,NOUN,P,ADV,RNNinoperate,NOUN
d',P,ADV,DET,VER:futu,RNNinoperate,ADP
Etat,N,VERB,NC,ADV,RNNinoperate,NOUN
",",PONCT,ADV,PUNC,DET:POS,RNNinoperate,PUNCT
est,V,DET,NC,NOM,RNNinoperate,AUX
placé,V,NOUN,NPP,PUN:cit,RNNinoperate,VERB
en,P,PUNCT,NPP,PUN,RNNinoperate,ADP
position,N,PUNCT,PUNC,VER:pres,RNNinoperate,NOUN
de,P,AUX,NC,PRO:PER,RNNinoperate,ADP
détachement,N,PART,P,VER:pper,RNNinoperate,NOUN
de,P,PUNCT,NPP,SENT,RNNinoperate,ADP
longue,A,PRON,PUNC,PRP,RNNinoperate,ADJ
durée,N,ADJ,V,NOM,RNNinoperate,NOUN
.,PONCT,PUNCT,VPP,PRP:det,RNNinoperate,PUNCT
Sur,P,ADP,P,NOM,RNNinoperate,ADP
proposition,N,NOUN,NC,PRP:det,RNNinoperate,NOUN
du,P+D,DET,P,NOM,RNNinoperate,ADP+DET
ministre,N,NOUN,NC,PUN,RNNinoperate,NOUN
délégué,A,DET,P,NOM,RNNinoperate,ADJ
auprès,P,NOUN,ADJ,PRP,RNNinoperate,ADP
du,P+D,PUNCT,N,DET:ART,RNNinoperate,ADP+DET
ministre,N,NOUN,PUNC,NOM,RNNinoperate,NOUN
de,P,ADP,P,PUN,RNNinoperate,ADP
l',D,DET,NC,ABR,RNNinoperate,DET
industrie,N,NOUN,P,NAM,RNNinoperate,NOUN
et,C,PUNCT,N,NAM,RNNinoperate,CCONJ
de,P,PROPN,ADJ,PUN,RNNinoperate,ADP
l',D,PROPN,P,VER:infi,RNNinoperate,DET
aménagement,N,PROPN,P,VER:pper,RNNinoperate,NOUN
du,P+D,PUNCT,N,PUN,RNNinoperate,ADP+DET
territoire,N,NOUN,P,NAM,RNNinoperate,NOUN
",",PONCT,NOUN,DET,PUN,RNNinoperate,PUNCT
chargé,N,PUNCT,NC,VER:pres,RNNinoperate,VERB
de,P,NOUN,CC,VER:pper,RNNinoperate,ADP
l',D,PUNCT,P,PRP,RNNinoperate,DET
aménagement,N,AUX,DET,NOM,RNNinoperate,NOUN
du,P+D,VERB,N,PRP,RNNinoperate,ADP+DET
territoire,N,ADP,P,NOM,RNNinoperate,NOUN
et,C,NOUN,N,PRP,RNNinoperate,CCONJ
des,P+D,ADP,PUNC,ADJ,RNNinoperate,ADP+DET
reconversions,N,NOUN,VPP,NOM,RNNinoperate,NOUN
",",PONCT,ADP,P,SENT,RNNinoperate,PUNCT
Mr,N,ADJ,DET,PRP,RNNinoperate,NOUN
Jean,N,NOUN,NC,NOM,RNNinoperate,PROPN
-,PONCT,PUNCT,P,PRP:det,RNNinoperate,PUNCT
Louis,N,ADP,NC,NOM,RNNinoperate,PROPN
Guigou,N,NOUN,CC,VER:pper,RNNinoperate,PROPN
est,V,DET,P,ADV,RNNinoperate,AUX
nommé,V,NOUN,NC,PRP:det,RNNinoperate,VERB
directeur,N,NUM,PUNC,NOM,RNNinoperate,NOUN
à,P,ADP,NC,PRP,RNNinoperate,ADP
la,D,DET,N,NOM,RNNinoperate,DET
délégation,N,NOUN,PUNC,PUN,RNNinoperate,NOUN
à,P,ADP,N,NOM,RNNinoperate,ADP
l',D,NOUN,NPP,KON,RNNinoperate,DET
aménagement,N,PUNCT,V,PRP,RNNinoperate,NOUN
du,P+D,NOUN,VPP,NOM,RNNinoperate,ADP+DET
territoire,N,CCONJ,NC,PUN,RNNinoperate,NOUN
et,C,ADP,P,NOM,RNNinoperate,CCONJ
à,P,NOUN,DET,PRP:det,RNNinoperate,ADP
l',D,PUNCT,NC,NOM,RNNinoperate,DET
action,N,NOUN,P,PUN,RNNinoperate,NOUN
régionale,A,DET,DET,VER:pper,RNNinoperate,ADJ
.,PONCT,NOUN,NC,PRP,RNNinoperate,PUNCT
Ils,CL,PUNCT,P,NOM,RNNinoperate,PRON
sont,V,VERB,NC,PUN,RNNinoperate,VERB
marrants,A,ADP,CC,NOM,RNNinoperate,ADJ
",",PONCT,NOUN,P,PRP:det,RNNinoperate,PUNCT
les,D,PUNCT,DET,NOM,RNNinoperate,DET
psys,N,NOUN,NC,KON,RNNinoperate,PROPN
",",PONCT,DET,ADJ,PRP:det,RNNinoperate,PUNCT
ils,CL,NOUN,PUNC,NOM,RNNinoperate,PRON
trouvent,V,CCONJ,CLS,PUN,RNNinoperate,VERB
ça,PRO,DET,V,ABR,RNNinoperate,PRON
bizarre,A,NOUN,ADJ,NAM,RNNinoperate,ADJ
d',P,PUNCT,PUNC,PUN,RNNinoperate,ADP
avoir,V,PROPN,DET,NAM,RNNinoperate,VERB
peur,N,PROPN,NPP,NAM,RNNinoperate,NOUN
des,P+D,PUNCT,PUNC,VER:pres,RNNinoperate,ADP+DET
serpents,N,PROPN,CLS,VER:pper,RNNinoperate,NOUN
",",PONCT,PROPN,V,NOM,RNNinoperate,PUNCT
des,P+D,AUX,PRO,PRP,RNNinoperate,DET
chats,N,AUX,ADJ,DET:ART,RNNinoperate,NOUN
noirs,A,NOUN,P,NOM,RNNinoperate,ADJ
ou,C,ADP,VINF,PRP,RNNinoperate,CCONJ
des,P+D,DET,NC,NOM,RNNinoperate,ADP+DET
chauves,A,NOUN,P,PUN,RNNinoperate,NOUN
-,PONCT,ADP,NC,NOM,RNNinoperate,PUNCT
souris,N,NOUN,PUNC,PRP:det,RNNinoperate,NOUN
.,PONCT,PUNCT,DET,NOM,RNNinoperate,PUNCT
Depuis,P,NOUN,NC,KON,RNNinoperate,ADP
ce,D,DET,ADJ,PRP,RNNinoperate,DET
matin,N,NOUN,CC,NOM,RNNinoperate,NOUN
",",PONCT,CCONJ,P,PUN,RNNinoperate,PUNCT
ils,CL,ADP,ADJ,NOM,RNNinoperate,PRON
sont,V,NOUN,PUNC,ADJ,RNNinoperate,AUX
réunis,V,PUNCT,N,SENT,RNNinoperate,VERB
",",PONCT,NOUN,PUNC,PRO:PER,RNNinoperate,PUNCT
à,P,ADJ,P,VER:pres,RNNinoperate,ADP
grands,A,PUNCT,DET,ADJ,RNNinoperate,ADJ
frais,N,PRON,NC,PUN,RNNinoperate,NOUN
",",PONCT,AUX,PUNC,DET:ART,RNNinoperate,PUNCT
au,P+D,VERB,CLS,NOM,RNNinoperate,ADP+DET
palais,N,PUNCT,V,PUN,RNNinoperate,NOUN
des,P+D,DET,VPP,PRO:PER,RNNinoperate,ADP+DET
congrès,N,NOUN,PUNC,VER:pres,RNNinoperate,NOUN
",",PONCT,PUNCT,P,PRO:DEM,RNNinoperate,PUNCT
et,C,PRON,ADJ,ADJ,RNNinoperate,CCONJ
ils,CL,VERB,NC,NOM,RNNinoperate,PRON
jaspinent,V,PRON,PUNC,PUN,RNNinoperate,VERB
dans,P,NOUN,P,VER:infi,RNNinoperate,ADP
toutes,A,NOUN,N,NOM,RNNinoperate,ADJ
les,D,PUNCT,P,PRP:det,RNNinoperate,DET
langues,N,VERB,NC,NOM,RNNinoperate,NOUN
",",PONCT,NOUN,PUNC,PUN,RNNinoperate,PUNCT
l',D,DET,CC,PRP:det,RNNinoperate,DET
écouteur,N,NOUN,CLS,NOM,RNNinoperate,NOUN
vissé,V,PUNCT,V,ADJ,RNNinoperate,VERB
à,P,DET,P,KON,RNNinoperate,ADP
l',D,NOUN,ADJ,PRP:det,RNNinoperate,DET
oreille,N,ADJ,DET,ADJ,RNNinoperate,NOUN
",",PONCT,CCONJ,NC,PUN,RNNinoperate,PUNCT
sur,P,DET,PUNC,VER:simp,RNNinoperate,ADP
les,D,NOUN,DET,SENT,RNNinoperate,DET
chimiothérapies,N,PUNCT,NC,PRP,RNNinoperate,NOUN
cognito,A,NOUN,VPP,PRO:DEM,RNNinoperate,ADJ
-,PONCT,PUNCT,P,NOM,RNNinoperate,PUNCT
comportementales,A,ADP,DET,PUN,RNNinoperate,ADJ
et,C,DET,NC,PRO:PER,RNNinoperate,CCONJ
les,D,NOUN,PUNC,VER:pres,RNNinoperate,DET
facteurs,N,PUNCT,P,VER:pper,RNNinoperate,NOUN
prédictifs,A,PRON,DET,PUN,RNNinoperate,ADJ
dans,P,AUX,NC,PRP,RNNinoperate,ADP
les,D,VERB,ADJ,ADJ,RNNinoperate,DET
traitements,N,PUNCT,PUNC,ADJ,RNNinoperate,NOUN
pharmacologiques,A,ADP,ADJ,PUN,RNNinoperate,ADJ
de,P,ADJ,CC,PRP:det,RNNinoperate,ADP
ce,PRO,NOUN,DET,NOM,RNNinoperate,PRON
qu',PRO,PUNCT,NC,PRP:det,RNNinoperate,PRON
ils,CL,PRON,ADJ,NOM,RNNinoperate,PRON
appellent,V,VERB,P,PUN,RNNinoperate,VERB
des,D,DET,DET,KON,RNNinoperate,DET
phobies,N,NOUN,NC,PRO:PER,RNNinoperate,NOUN
.,PONCT,PUNCT,ADJ,VER:pres,RNNinoperate,PUNCT
Vous,CL,CCONJ,P,PRP,RNNinoperate,PRON
n',ADV,PRON,DET,PRO:IND,RNNinoperate,ADV
allez,V,VERB,NC,DET:ART,RNNinoperate,VERB
tout,ADV,ADP,ADJ,NOM,RNNinoperate,ADV
de,P,ADJ,CLS,PUN,RNNinoperate,ADP
même,A,DET,V,VER:pper,RNNinoperate,ADJ
pas,ADV,NOUN,DET,PUN,RNNinoperate,ADV
me,CL,PUNCT,NC,NOM,RNNinoperate,PRON
dire,V,NOUN,PUNC,VER:pper,RNNinoperate,VERB
que,C,PUNCT,CLS,PRP,RNNinoperate,SCONJ
de,P,NOUN,N,NOM,RNNinoperate,ADP
jamais,ADV,ADP,ADJ,PUN,RNNinoperate,ADV
prendre,V,ADP,V,NOM,RNNinoperate,VERB
l',D,NOUN,ADV,PUN,RNNinoperate,DET
ascenseur,N,PUNCT,P,PRP,RNNinoperate,NOUN
des,D,NOUN,ADV,DET:ART,RNNinoperate,DET
fois,N,PUNCT,ADV,NOM,RNNinoperate,NOUN
qu',C,ADP,CLO,ADJ,RNNinoperate,SCONJ
il,CL,DET,VINF,PUN,RNNinoperate,PRON
dans,P,NOUN,CS,ADJ,RNNinoperate,ADP
sa,D,NOUN,DET,KON,RNNinoperate,DET
cage,N,PUNCT,ADV,DET:ART,RNNinoperate,NOUN
ou,C,NOUN,V,NOM,RNNinoperate,CCONJ
qu',C,CCONJ,DET,ADJ,RNNinoperate,SCONJ
il,CL,DET,NC,PRP,RNNinoperate,PRON
resterait,V,NOUN,DET,DET:ART,RNNinoperate,VERB
coincé,V,ADJ,NC,NOM,RNNinoperate,VERB
entre,P,ADP,VPP,ADJ,RNNinoperate,ADP
deux,D,DET,CS,PRP,RNNinoperate,NUM
étages,N,NOUN,CLS,PRO:DEM,RNNinoperate,NOUN
ou,C,ADJ,P,NOM,RNNinoperate,CCONJ
d',P,ADP,DET,PUN,RNNinoperate,ADP
essuyer,V,PRON,NC,PRO:PER,RNNinoperate,VERB
consciencieusement,ADV,PRON,CC,VER:pres,RNNinoperate,ADV
son,D,PUNCT,NC,PRP:det,RNNinoperate,DET
verre,N,PRON,PROREL,NOM,RNNinoperate,NOUN
et,C,VERB,CLS,SENT,RNNinoperate,CCONJ
ses,D,DET,V,PRO:PER,RNNinoperate,DET
couverts,N,NOUN,VPP,VER:futu,RNNinoperate,NOUN
avec,P,PUNCT,P,PUN,RNNinoperate,ADP
un,D,PRON,DET,VER:pres,RNNinoperate,DET
chiffon,N,VERB,NC,ADV,RNNinoperate,NOUN
propre,A,PUNCT,CC,PRP,RNNinoperate,ADJ
",",PONCT,VERB,P,ADV,RNNinoperate,PUNCT
avant,P,ADV,VINF,ADV,RNNinoperate,ADP
de,P,ADP,ADV,PRO:PER,RNNinoperate,ADP
se,CL,ADV,DET,VER:infi,RNNinoperate,PRON
mettre,V,ADV,NC,KON,RNNinoperate,VERB
à,P,PRON,CC,PRP,RNNinoperate,ADP
table,N,VERB,DET,ADV,RNNinoperate,NOUN
",",PONCT,SCONJ,NC,VER:infi,RNNinoperate,PUNCT
because,P,ADP,P,VER:pper,RNNinoperate,SCONJ
les,D,ADV,DET,PUN,RNNinoperate,DET
microbes,N,VERB,NC,NOM,RNNinoperate,NOUN
",",PONCT,NOUN,ADJ,PRP:det,RNNinoperate,PUNCT
c',CL,PUNCT,PUNC,NOM,RNNinoperate,PRON
est,V,NOUN,P,ADJ,RNNinoperate,VERB
pas,ADV,DET,P,PUN,RNNinoperate,ADV
normal,A,NOUN,CLR,PRO:PER,RNNinoperate,ADJ
.,PONCT,PRON,VINF,PRP,RNNinoperate,PUNCT
À,P,PUNCT,P,DET:POS,RNNinoperate,ADP
ce,D,PRON,N,NOM,RNNinoperate,DET
compte,N,ADP,PUNC,KON,RNNinoperate,NOUN
-,PONCT,DET,P,NOM,RNNinoperate,PUNCT
là,ADV,NOUN,DET,PUN,RNNinoperate,ADV
",",PONCT,CCONJ,NC,PRO:PER,RNNinoperate,PUNCT
moi,PRO,DET,PUNC,VER:cond,RNNinoperate,PRON
",",PONCT,PUNCT,DET,VER:pper,RNNinoperate,PUNCT
je,CL,PRON,DET,PRP,RNNinoperate,PRON
passerais,V,VERB,V,NUM,RNNinoperate,VERB
ma,D,VERB,ADV,NOM,RNNinoperate,DET
vie,N,ADP,ADJ,KON,RNNinoperate,NOUN
à,P,NUM,PUNC,NOM,RNNinoperate,ADP
l',D,NOUN,P,PUN,RNNinoperate,DET
hôpital,N,CCONJ,DET,VER:infi,RNNinoperate,NOUN
.,PONCT,NOUN,N,ADV,RNNinoperate,PUNCT
Déjà,ADV,PUNCT,PUNC,DET:POS,RNNinoperate,ADV
que,C,VERB,ADV,NOM,RNNinoperate,SCONJ
l',D,ADV,PUNC,KON,RNNinoperate,DET
odeur,N,DET,PRO,DET:POS,RNNinoperate,NOUN
de,P,NOUN,PUNC,NOM,RNNinoperate,ADP
l',D,CCONJ,CLS,PRP,RNNinoperate,DET
eau,N,DET,V,DET:ART,RNNinoperate,NOUN
de,P,NOUN,DET,NOM,RNNinoperate,ADP
Javel,N,ADP,NC,ADJ,RNNinoperate,PROPN
dans,P,DET,P,PUN,RNNinoperate,ADP
les,D,NOUN,DET,PRP,RNNinoperate,DET
couloirs,N,ADJ,NC,PRP,RNNinoperate,NOUN
ça,PRO,PUNCT,PUNC,PRO:PER,RNNinoperate,PRON
me,CL,ADP,ADV,VER:infi,RNNinoperate,PRON
fout,V,ADP,C,PRP,RNNinoperate,VERB
la,D,PRON,DET,NOM,RNNinoperate,DET
nausée,N,VERB,NC,PUN,RNNinoperate,NOUN
",",PONCT,ADP,P,PRP,RNNinoperate,PUNCT
la,D,NOUN,DET,DET:ART,RNNinoperate,DET
vue,N,PUNCT,N,NOM,RNNinoperate,NOUN
du,P+D,VERB,P,PUN,RNNinoperate,ADP+DET
sang,N,DET,N,VER:pper,RNNinoperate,NOUN
",",PONCT,NOUN,P,PUN,RNNinoperate,PUNCT
je,CL,PUNCT,DET,VER:pres,RNNinoperate,PRON
vous,CL,NOUN,NC,ADV,RNNinoperate,PRON
raconte,V,PUNCT,PRO,ADJ,RNNinoperate,VERB
pas,ADV,AUX,CLO,SENT,RNNinoperate,ADV
.,PONCT,ADV,V,PRP,RNNinoperate,PUNCT
Quand,C,ADJ,DET,PRO:DEM,RNNinoperate,SCONJ
mes,D,PUNCT,NC,NOM,RNNinoperate,DET
gosses,N,ADP,PUNC,PUN,RNNinoperate,NOUN
s',CL,DET,DET,ADV,RNNinoperate,PRON
entaillaient,V,NOUN,N,PUN,RNNinoperate,VERB
le,D,PUNCT,P,PRO:PER,RNNinoperate,DET
doigt,N,ADV,N,PUN,RNNinoperate,NOUN
ou,C,PUNCT,PUNC,PRO:PER,RNNinoperate,CCONJ
le,D,PRON,CLS,VER:cond,RNNinoperate,DET
genou,N,PUNCT,CLO,DET:POS,RNNinoperate,NOUN
bien,ADV,PRON,V,NOM,RNNinoperate,ADV
profond,A,VERB,ADV,PRP,RNNinoperate,ADJ
",",PONCT,DET,PUNC,NOM,RNNinoperate,PUNCT
je,CL,NOUN,CS,PUN,RNNinoperate,PRON
les,CL,ADP,DET,NOM,RNNinoperate,PRON
plantais,V,NOUN,NC,SENT,RNNinoperate,VERB
là,ADV,PUNCT,ET,ADV,RNNinoperate,ADV
immédiatement,ADV,NOUN,ET,KON,RNNinoperate,ADV
et,C,PUNCT,V,VER:subi,RNNinoperate,CCONJ
je,CL,ADV,DET,PUN,RNNinoperate,PRON
courais,V,SCONJ,NC,NOM,RNNinoperate,VERB
m',CL,NOUN,CC,PRP,RNNinoperate,PRON
enfermer,V,PUNCT,DET,NOM,RNNinoperate,VERB
dans,P,NOUN,NC,PUN,RNNinoperate,ADP
les,D,ADP,ADV,NOM,RNNinoperate,DET
toilettes,N,NOUN,ADJ,PRP,RNNinoperate,NOUN
en,P,PUNCT,PUNC,NAM,RNNinoperate,ADP
hurlant,V,NOUN,CLS,PRP,RNNinoperate,VERB
:,PONCT,ADP,CLO,DET:ART,RNNinoperate,PUNCT
Arrête,V,PROPN,V,NOM,RNNinoperate,VERB
de,P,ADP,ADV,PRO:DEM,RNNinoperate,ADP
saigner,V,DET,ADV,PRO:PER,RNNinoperate,VERB
tout,ADV,NOUN,CC,VER:pres,RNNinoperate,ADV
de,P,PRON,CLS,DET:ART,RNNinoperate,ADP
suite,N,PRON,V,NOM,RNNinoperate,NOUN
",",PONCT,VERB,NC,PUN,RNNinoperate,PUNCT
ou,C,DET,ADJ,DET:ART,RNNinoperate,CCONJ
je,CL,VERB,VINF,NOM,RNNinoperate,PRON
vais,V,PUNCT,P,PRP:det,RNNinoperate,VERB
tourner,V,DET,DET,NOM,RNNinoperate,VERB
de,P,NOUN,NC,PUN,RNNinoperate,ADP
l',D,DET,P,PRO:PER,RNNinoperate,DET
oeil,N,NOUN,VPR,PRO:PER,RNNinoperate,NOUN
et,C,PUNCT,PUNC,VER:pres,RNNinoperate,CCONJ
me,CL,PRON,VIMP,ADV,RNNinoperate,PRON
noyer,V,PRON,P,SENT,RNNinoperate,VERB
dans,P,VERB,VINF,KON,RNNinoperate,ADP
la,D,ADV,ADV,DET:POS,RNNinoperate,DET
cuvette,N,PUNCT,P,NOM,RNNinoperate,NOUN
!,PONCT,SCONJ,N,VER:futu,RNNinoperate,PUNCT
C',CL,DET,PUNC,PUN,RNNinoperate,PRON
est,V,NOUN,CC,VER:impf,RNNinoperate,VERB
comme,C,VERB,CLS,DET:ART,RNNinoperate,ADP
d',P,PUNCT,V,NOM,RNNinoperate,ADP
être,V,NOUN,VINF,KON,RNNinoperate,AUX
assise,V,DET,P,DET:ART,RNNinoperate,VERB
dans,P,NOUN,DET,NOM,RNNinoperate,ADP
un,D,CCONJ,NC,ADV,RNNinoperate,DET
cinéma,N,DET,CC,ADJ,RNNinoperate,NOUN
bondé,A,NOUN,CLO,PUN,RNNinoperate,VERB
ou,C,ADV,VINF,PRO:PER,RNNinoperate,CCONJ
le,D,ADJ,P,PRO:PER,RNNinoperate,DET
dos,N,PUNCT,DET,VER:impf,RNNinoperate,NOUN
tourné,A,PRON,NC,ADV,RNNinoperate,VERB
à,P,DET,PUNC,ADV,RNNinoperate,ADP
la,D,NOUN,N,KON,RNNinoperate,DET
salle,N,ADV,ADJ,PRO:PER,RNNinoperate,NOUN
",",PONCT,ADV,V,VER:impf,RNNinoperate,PUNCT
au,P+D,CCONJ,P,VER:pper,RNNinoperate,ADP+DET
restaurant,N,PRON,P,PUN,RNNinoperate,NOUN
.,PONCT,VERB,VINF,VER:infi,RNNinoperate,PUNCT
La,D,NOUN,VPP,PRP,RNNinoperate,DET
panique,N,PUNCT,P,DET:ART,RNNinoperate,NOUN
!,PONCT,VERB,DET,NOM,RNNinoperate,PUNCT
Et,C,ADP,NC,PRO:PER,RNNinoperate,CCONJ
encore,ADV,DET,ADJ,VER:ppre,RNNinoperate,ADV
",",PONCT,NOUN,CC,PUN,RNNinoperate,PUNCT
j',CL,ADP,DET,VER:pres,RNNinoperate,PRON
ai,V,VERB,NC,PRP,RNNinoperate,VERB
de,D,PUNCT,ADJ,VER:infi,RNNinoperate,ADP
la,D,NOUN,P,ADV,RNNinoperate,DET
veine,N,ADP,DET,PRP,RNNinoperate,NOUN
",",PONCT,VERB,NC,NOM,RNNinoperate,PUNCT
je,CL,ADV,PUNC,PUN,RNNinoperate,PRON
suis,V,ADP,P,KON,RNNinoperate,AUX
pas,ADV,NOUN,NC,PRO:PER,RNNinoperate,ADV
trop,ADV,PUNCT,PUNC,VER:pres,RNNinoperate,ADV
atteinte,V,CCONJ,DET,VER:infi,RNNinoperate,VERB
.,PONCT,PRON,NC,PRP,RNNinoperate,PUNCT
Vous,CL,VERB,PUNC,NOM,RNNinoperate,PRON
savez,V,VERB,CC,PUN,RNNinoperate,VERB
combien,ADV,ADP,ADV,NOM,RNNinoperate,ADV
ils,CL,NOUN,PUNC,KON,RNNinoperate,PRON
en,CL,PUNCT,CLS,PRO:PER,RNNinoperate,PRON
ont,V,NOUN,V,VER:infi,RNNinoperate,AUX
recensé,V,CCONJ,P,PRP,RNNinoperate,VERB
",",PONCT,PRON,DET,DET:ART,RNNinoperate,PUNCT
d',D,VERB,NC,NOM,RNNinoperate,ADP
hantises,N,ADP,PUNC,SENT,RNNinoperate,NOUN
",",PONCT,DET,CLS,NUM,RNNinoperate,PUNCT
les,D,NOUN,V,PUN,RNNinoperate,DET
psys,N,PUNCT,ADV,VER:pres,RNNinoperate,NOUN
?,PONCT,NOUN,ADV,ADV,RNNinoperate,PUNCT
Pas,ADV,PUNCT,ADJ,VER:pper,RNNinoperate,ADV
moins,ADV,AUX,PUNC,PUN,RNNinoperate,ADV
de,P,ADP,CLS,VER:infi,RNNinoperate,ADP
six,PRO,NOUN,V,VER:pper,RNNinoperate,NUM
mille,PRO,PUNCT,ADVWH,PRP,RNNinoperate,PUNCT
cinq,PRO,AUX,CLS,DET:ART,RNNinoperate,VERB
cents,PRO,VERB,CLO,NOM,RNNinoperate,PUNCT
!,PONCT,ADP,V,VER:pper,RNNinoperate,PRON
Allongez,V,DET,VPP,KON,RNNinoperate,PUNCT
-vous,CL,NOUN,PUNC,DET:ART,RNNinoperate,NOUN
